nichi,kion_max,kion_min,kion_ave,kion_asa,kion_hiru,kion_yoru,kousuiryou,kousuiryou_asa,kousuiryou_hiru,kousuiryou_yoru,kousuiryou_jikan,kousuiryou_asa_jikan,kousuiryou_hiru_jikan,kousuiryou_yoru_jikan,tenki_id2,tenki_id2_asa,tenki_id2_hiru,tenki_id2_yoru
20200116,10,5,8,6,9,8,0,0,0,0,0,0,0,0,20,20,10,20
20200117,11,5,8,6,9,9,0,0,0,0,0,0,0,0,20,20,10,20
20200118,7,2,4,5,2,4,14,9,3,2,15,6,5,4,40,30,40,30
20200119,10,3,7,5,9,9,0,0,0,0,0,0,0,0,20,20,10,20
20200120,14,4,8,5,12,9,0,0,0,0,0,0,0,0,10,20,10,10
20200121,12,5,8,7,11,6,0,0,0,0,0,0,0,0,10,20,10,10
20200122,9,4,6,5,7,7,0,0,0,0,0,0,0,0,20,20,10,10
20200123,9,5,6,6,6,7,7,1,5,1,8,2,5,1,30,30,30,30
20200124,14,9,11,9,13,11,0,0,0,0,0,0,0,0,20,20,20,20
20200125,11,7,8,7,10,9,0,0,0,0,0,0,0,0,20,20,10,20
20200126,9,3,6,5,6,6,9,8,1,0,8,7,1,0,30,30,30,20
20200127,8,2,5,6,7,5,8,0,0,8,5,0,0,5,40,20,20,40
20200128,7,1,5,3,5,7,32,9,2,21,20,10,2,8,40,40,30,30
20200129,19,7,13,9,17,14,23,23,0,0,4,4,0,0,30,30,10,10
20200130,18,9,13,11,16,12,0,0,0,0,0,0,0,0,10,20,10,10
20200131,12,7,9,9,11,7,0,0,0,0,0,0,0,0,10,20,10,10
20200201,13,5,9,7,12,8,0,0,0,0,0,0,0,0,10,20,10,10
20200202,14,5,9,7,12,9,0,0,0,0,0,0,0,0,10,20,10,10
20200203,16,6,10,7,13,11,0,0,0,0,0,0,0,0,20,20,10,20
20200204,11,6,9,8,10,9,0,0,0,0,0,0,0,0,20,20,20,20
20200205,15,4,8,6,14,7,0,0,0,0,0,0,0,0,10,20,10,10
20200206,7,1,3,3,6,2,0,0,0,0,0,0,0,0,10,20,10,10
20200207,7,0,3,1,5,5,0,0,0,0,0,0,0,0,10,20,10,10
20200208,12,2,7,3,11,8,0,0,0,0,0,0,0,0,10,20,10,10
20200209,8,2,4,3,7,4,0,0,0,0,0,0,0,0,10,20,10,10
20200210,9,2,5,3,8,7,0,0,0,0,0,0,0,0,10,20,10,10
20200211,11,4,7,5,10,8,0,0,0,0,0,0,0,0,10,20,10,10
20200212,16,3,10,5,14,14,0,0,0,0,0,0,0,0,10,20,10,10
20200213,17,7,13,13,13,13,7,7,0,0,2,2,0,0,30,30,10,10
20200214,16,9,12,11,14,12,0,0,0,0,0,0,0,0,20,20,20,20
20200215,16,9,12,11,15,13,0,0,0,0,0,0,0,0,20,20,20,20
20200216,11,8,10,10,9,10,21,5,5,11,9,3,2,4,30,30,30,30
20200217,17,9,12,10,16,11,0,0,0,0,0,0,0,0,10,20,10,10
20200218,14,4,8,7,12,8,0,0,0,0,0,0,0,0,10,20,10,10
20200219,12,4,8,6,11,9,0,0,0,0,0,0,0,0,10,20,10,10
20200220,13,6,9,7,12,11,0,0,0,0,0,0,0,0,20,20,10,20
20200221,14,7,11,9,13,12,0,0,0,0,0,0,0,0,10,20,10,10
20200222,19,7,13,10,17,15,3,1,0,2,3,1,0,2,30,30,10,30
20200223,16,7,11,10,15,9,0,0,0,0,0,0,0,0,10,20,10,10
20200224,15,5,10,7,14,11,0,0,0,0,0,0,0,0,10,20,10,10
20200225,14,8,11,9,12,11,0,0,0,0,0,0,0,0,20,20,20,20
20200226,10,8,8,8,9,9,2,2,0,0,3,3,0,0,30,30,20,20
20200227,12,4,8,7,10,6,0,0,0,0,0,0,0,0,10,20,10,10
20200228,10,4,7,5,9,9,0,0,0,0,0,0,0,0,20,20,10,20
20200229,13,6,9,7,11,11,2,0,0,2,2,0,0,2,30,20,10,30
20200301,17,9,12,10,15,13,1,1,0,0,1,1,0,0,30,30,10,10
20200302,12,7,8,8,7,8,13,10,2,1,13,9,3,1,30,30,30,30
20200303,17,6,11,8,15,13,0,0,0,0,0,0,0,0,10,20,10,10
20200304,12,9,10,10,10,9,4,1,0,3,4,1,0,3,30,30,20,30
20200305,14,7,10,8,12,9,1,1,0,0,1,1,0,0,30,30,10,10
20200306,15,5,10,7,13,10,0,0,0,0,0,0,0,0,10,20,10,10
20200307,11,5,8,7,9,8,3,1,0,2,4,2,0,2,30,30,20,30
20200308,9,6,7,6,7,9,14,4,8,2,11,4,6,1,30,30,30,30
20200309,20,8,13,10,17,15,0,0,0,0,0,0,0,0,20,20,10,20
20200310,19,13,15,13,15,17,27,3,8,16,11,2,4,5,30,30,30,30
20200311,20,10,16,16,19,14,0,0,0,0,0,0,0,0,10,20,10,10
20200312,15,8,11,9,14,12,0,0,0,0,0,0,0,0,10,20,10,10
20200313,19,8,13,10,17,14,0,0,0,0,0,0,0,0,20,20,10,20
20200314,13,2,6,10,4,3,30,7,21,2,11,2,6,3,40,30,40,40
20200315,12,4,8,5,10,9,0,0,0,0,0,0,0,0,10,20,10,10
20200316,14,4,8,7,12,6,0,0,0,0,0,0,0,0,10,20,10,10
20200317,13,4,8,5,10,11,0,0,0,0,0,0,0,0,10,20,10,10
20200318,18,7,13,9,16,14,0,0,0,0,0,0,0,0,10,20,10,10
20200319,21,9,15,11,20,17,3,0,0,3,2,0,0,2,30,20,10,30
20200320,20,11,16,16,18,14,0,0,0,0,0,0,0,0,10,20,10,10
20200321,20,11,16,16,18,14,0,0,0,0,0,0,0,0,10,20,10,10
20200322,22,12,17,15,21,17,0,0,0,0,0,0,0,0,10,20,10,10
20200323,15,8,10,12,9,9,1,0,1,0,1,0,1,0,30,20,30,20
20200324,12,6,9,8,11,8,0,0,0,0,0,0,0,0,10,20,10,10
20200325,15,4,10,7,13,11,0,0,0,0,0,0,0,0,10,20,10,10
20200326,20,9,13,10,17,15,0,0,0,0,0,0,0,0,10,20,10,10
20200327,20,11,16,13,18,18,0,0,0,0,0,0,0,0,20,20,20,20
20200328,24,8,16,19,20,11,14,2,0,12,6,2,0,4,30,30,20,30
20200329,8,1,4,5,2,4,63,47,16,0,14,10,4,0,40,40,40,20
20200330,10,4,8,5,9,9,0,0,0,0,0,0,0,0,20,20,20,20
20200331,12,9,10,9,11,11,0,0,0,0,0,0,0,0,20,20,20,20
20200401,13,10,11,10,12,12,32,4,7,21,17,4,6,7,30,30,30,30
20200402,20,10,14,14,18,12,1,1,0,0,1,1,0,0,30,30,10,10
20200403,18,8,13,10,16,15,0,0,0,0,0,0,0,0,10,20,10,10
20200404,21,11,16,13,20,17,0,0,0,0,0,0,0,0,10,20,10,10
20200405,16,8,12,13,12,9,0,0,0,0,0,0,0,0,20,20,20,10
20200406,18,8,13,10,16,13,0,0,0,0,0,0,0,0,10,20,10,10
20200407,17,9,13,11,16,13,0,0,0,0,0,0,0,0,10,20,10,10
20200408,20,9,15,11,18,17,0,0,0,0,0,0,0,0,10,20,10,10
20200409,19,9,14,14,18,12,0,0,0,0,0,0,0,0,10,20,10,10
20200410,17,8,12,10,16,11,0,0,0,0,0,0,0,0,10,20,10,10
20200411,16,8,12,10,15,12,1,0,0,1,1,0,0,1,30,10,10,30
20200412,16,8,11,9,14,12,8,4,0,4,9,5,0,4,30,30,20,30
20200413,10,6,8,9,9,7,74,29,34,11,24,10,6,8,30,30,30,30
20200414,18,6,12,8,16,12,0,0,0,0,0,0,0,0,10,20,10,10
20200415,21,7,14,10,19,16,0,0,0,0,0,0,0,0,20,10,10,20
20200416,16,10,13,12,15,11,0,0,0,0,0,0,0,0,20,20,10,20
20200417,17,9,13,10,15,14,4,0,0,4,2,0,0,2,30,20,10,30
20200418,18,12,14,13,16,14,102,49,52,1,16,10,5,1,30,30,30,30
20200419,24,11,15,14,21,13,0,0,0,0,0,0,0,0,10,20,10,10
20200420,11,9,10,10,10,11,18,9,9,0,8,3,5,0,30,30,30,20
20200421,19,10,15,12,17,17,0,0,0,0,0,0,0,0,20,20,20,20
20200422,19,10,14,14,17,12,1,0,0,1,1,0,0,1,30,20,10,30
20200423,18,8,12,10,15,12,0,0,0,0,0,0,0,0,10,20,10,10
20200424,18,9,13,11,16,12,0,0,0,0,0,0,0,0,10,10,10,10
20200425,18,7,13,10,17,15,0,0,0,0,0,0,0,0,10,10,10,10
20200426,24,15,19,17,22,19,0,0,0,0,0,0,0,0,20,10,10,20
20200427,18,11,14,14,15,11,8,0,3,5,6,0,2,4,30,20,30,30
20200428,19,10,14,12,17,15,0,0,0,0,0,0,0,0,10,20,10,10
20200429,21,11,16,13,20,17,0,0,0,0,0,0,0,0,10,10,10,10
20200430,23,13,18,16,22,18,0,0,0,0,0,0,0,0,10,10,10,10
20200501,24,17,20,19,23,19,0,0,0,0,0,0,0,0,10,10,10,10
20200502,27,16,21,19,25,21,0,0,0,0,0,0,0,0,10,10,10,10
20200503,25,18,21,20,23,20,0,0,0,0,0,0,0,0,20,20,10,20
20200504,21,17,19,18,19,19,4,3,1,0,5,4,1,0,30,30,30,10
20200505,27,17,21,19,26,20,0,0,0,0,0,0,0,0,20,20,10,20
20200506,19,15,17,17,18,15,26,0,5,21,10,0,2,8,30,20,30,30
20200507,23,14,17,15,21,16,0,0,0,0,0,0,0,0,10,20,10,10
20200508,22,12,17,14,20,17,0,0,0,0,0,0,0,0,10,20,10,10
20200509,21,15,18,17,20,19,0,0,0,0,0,0,0,0,20,10,20,20
20200510,24,18,21,19,22,22,0,0,0,0,0,0,0,0,20,20,20,20
20200511,28,20,23,22,26,22,1,1,0,0,2,2,0,0,30,30,10,10
20200512,27,19,22,20,24,21,0,0,0,0,0,0,0,0,20,20,10,20
20200513,29,19,23,21,28,21,0,0,0,0,0,0,0,0,10,10,10,10
20200514,25,16,21,19,24,20,0,0,0,0,0,0,0,0,10,10,10,10
20200515,27,17,21,20,25,21,0,0,0,0,0,0,0,0,20,10,10,20
20200516,21,16,18,20,17,17,23,2,14,7,13,1,6,6,30,30,30,30
20200517,28,16,21,18,26,22,1,1,0,0,2,2,0,0,30,30,10,10
20200518,21,19,20,19,20,20,4,1,1,2,4,1,1,2,30,30,30,30
20200519,20,15,18,18,19,17,40,38,0,2,12,10,0,2,30,30,20,30
20200520,19,12,14,13,16,13,1,1,0,0,1,1,0,0,30,30,20,20
20200521,14,11,12,11,13,13,2,1,0,1,2,1,0,1,30,30,20,30
20200522,21,13,17,14,20,17,0,0,0,0,0,0,0,0,20,20,10,20
20200523,23,16,18,17,21,19,1,0,1,0,1,0,1,0,30,20,30,10
20200524,26,17,21,19,24,20,0,0,0,0,0,0,0,0,10,10,10,10
20200525,26,18,21,20,25,21,0,0,0,0,0,0,0,0,20,10,10,20
20200526,26,20,21,21,23,21,0,0,0,0,0,0,0,0,20,20,20,20
20200527,27,19,22,20,25,23,0,0,0,0,0,0,0,0,10,20,10,10
20200528,26,19,21,21,24,21,0,0,0,0,0,0,0,0,20,20,10,20
20200529,27,16,21,19,25,21,0,0,0,0,0,0,0,0,10,10,10,10
20200530,27,18,22,20,26,22,0,0,0,0,0,0,0,0,10,10,10,10
20200531,25,19,21,21,23,21,0,0,0,0,0,0,0,0,20,20,20,20
20200601,21,18,20,19,20,20,4,1,1,2,5,1,1,3,30,30,30,30
20200602,26,19,23,21,25,23,0,0,0,0,0,0,0,0,20,20,20,20
20200603,29,21,24,23,27,23,0,0,0,0,0,0,0,0,20,20,10,20
20200604,28,21,24,22,26,24,0,0,0,0,0,0,0,0,10,20,10,10
20200605,29,21,25,23,28,24,0,0,0,0,0,0,0,0,10,10,10,10
20200606,28,21,24,24,27,23,0,0,0,0,0,0,0,0,20,20,20,20
20200607,27,20,23,21,26,22,0,0,0,0,0,0,0,0,10,20,10,10
20200608,29,20,23,21,27,24,0,0,0,0,0,0,0,0,10,20,10,10
20200609,30,21,25,24,29,24,0,0,0,0,0,0,0,0,10,10,10,10
20200610,30,22,25,24,28,24,0,0,0,0,0,0,0,0,20,10,10,20
20200611,29,23,25,25,26,23,6,0,1,5,6,0,1,5,30,20,30,30
20200612,31,23,26,24,28,25,7,7,0,0,3,3,0,0,30,30,20,20
20200613,25,20,22,24,22,20,22,0,16,6,10,0,6,4,30,20,30,30
20200614,26,20,22,21,22,25,6,3,2,1,9,4,4,1,30,30,30,30
20200615,32,22,27,25,30,26,0,0,0,0,0,0,0,0,20,20,10,20
20200616,30,23,25,24,28,25,0,0,0,0,0,0,0,0,10,20,10,10
20200617,29,21,24,23,27,23,0,0,0,0,0,0,0,0,10,10,10,20
20200618,25,20,22,22,24,21,2,0,0,2,4,0,0,4,30,20,20,30
20200619,20,18,19,19,19,19,54,40,7,7,19,8,6,5,30,30,30,30
20200620,28,18,23,21,27,23,0,0,0,0,0,0,0,0,20,10,10,20
20200621,24,19,22,21,23,22,9,9,0,0,3,3,0,0,30,30,20,20
20200622,22,18,20,21,19,19,25,4,19,2,10,2,6,2,30,30,30,30
20200623,28,19,23,20,26,23,1,1,0,0,2,2,0,0,30,30,10,10
20200624,26,20,22,22,24,22,1,1,0,0,1,1,0,0,30,30,10,20
20200625,24,19,21,19,22,22,27,25,2,0,10,8,2,0,30,30,30,20
20200626,32,20,26,21,31,27,0,0,0,0,0,0,0,0,20,20,10,20
20200627,30,23,26,24,27,26,0,0,0,0,0,0,0,0,20,20,10,20
20200628,25,21,23,23,23,22,75,51,24,0,11,8,3,0,30,30,30,20
20200629,29,20,25,23,28,24,0,0,0,0,0,0,0,0,10,10,10,20
20200630,27,22,25,24,26,25,10,0,7,3,4,0,2,2,30,20,30,30
