nichi,group_mise,group_item,target
20181112,Z,E,100
20181113,X,A,170
20181113,X,B,8
20181113,X,C,4
20181113,X,D,34
20181113,X,E,162
20181113,Y,A,133
20181113,Y,B,7
20181113,Y,C,7
20181113,Y,D,56
20181113,Y,E,88
20181113,Z,A,96
20181113,Z,B,8
20181113,Z,C,4
20181113,Z,D,66
20181113,Z,E,96
20181114,X,A,167
20181114,X,B,13
20181114,X,C,2
20181114,X,D,36
20181114,X,E,142
20181114,Y,A,144
20181114,Y,B,10
20181114,Y,C,6
20181114,Y,D,77
20181114,Y,E,117
20181114,Z,A,94
20181114,Z,B,10
20181114,Z,C,3
20181114,Z,D,83
20181114,Z,E,115
20181115,X,A,176
20181115,X,B,7
20181115,X,C,3
20181115,X,D,34
20181115,X,E,154
20181115,Y,A,129
20181115,Y,B,3
20181115,Y,C,5
20181115,Y,D,64
20181115,Y,E,105
20181115,Z,A,97
20181115,Z,B,11
20181115,Z,C,4
20181115,Z,D,67
20181115,Z,E,119
20181116,X,A,155
20181116,X,B,9
20181116,X,C,3
20181116,X,D,22
20181116,X,E,146
20181116,Y,A,127
20181116,Y,B,3
20181116,Y,C,6
20181116,Y,D,32
20181116,Y,E,116
20181116,Z,A,80
20181116,Z,B,67
20181116,Z,D,52
20181116,Z,E,106
20181119,X,A,178
20181119,X,B,8
20181119,X,C,2
20181119,X,D,22
20181119,X,E,172
20181119,Y,A,133
20181119,Y,C,2
20181119,Y,D,47
20181119,Y,E,128
20181119,Z,A,103
20181119,Z,B,2
20181119,Z,C,2
20181119,Z,D,54
20181119,Z,E,111
20181120,X,A,149
20181120,X,B,10
20181120,X,D,20
20181120,X,E,181
20181120,Y,A,153
20181120,Y,B,7
20181120,Y,C,6
20181120,Y,D,42
20181120,Y,E,136
20181120,Z,A,101
20181120,Z,B,13
20181120,Z,C,4
20181120,Z,D,45
20181120,Z,E,94
20181121,X,A,142
20181121,X,B,17
20181121,X,C,3
20181121,X,D,16
20181121,X,E,179
20181121,Y,A,145
20181121,Y,B,15
20181121,Y,D,33
20181121,Y,E,137
20181121,Z,A,92
20181121,Z,B,8
20181121,Z,C,2
20181121,Z,D,45
20181121,Z,E,93
20181122,X,A,153
20181122,X,B,11
20181122,X,D,15
20181122,X,E,172
20181122,Y,A,133
20181122,Y,B,1
20181122,Y,C,7
20181122,Y,D,47
20181122,Y,E,129
20181122,Z,A,90
20181122,Z,B,14
20181122,Z,D,40
20181122,Z,E,106
20181126,X,A,149
20181126,X,B,13
20181126,X,C,1
20181126,X,D,12
20181126,X,E,172
20181126,Y,A,129
20181126,Y,B,2
20181126,Y,D,39
20181126,Y,E,153
20181126,Z,A,106
20181126,Z,B,7
20181126,Z,C,3
20181126,Z,D,40
20181126,Z,E,105
20181127,X,A,139
20181127,X,B,8
20181127,X,C,3
20181127,X,D,13
20181127,X,E,163
20181127,Y,A,130
20181127,Y,D,30
20181127,Y,E,125
20181127,Z,A,88
20181127,Z,B,63
20181127,Z,C,3
20181127,Z,D,45
20181127,Z,E,105
20181128,X,A,166
20181128,X,B,110
20181128,X,C,1
20181128,X,D,15
20181128,X,E,166
20181128,Y,A,146
20181128,Y,B,7
20181128,Y,C,1
20181128,Y,D,40
20181128,Y,E,133
20181128,Z,A,83
20181128,Z,B,14
20181128,Z,C,9
20181128,Z,D,43
20181128,Z,E,101
20181129,X,A,136
20181129,X,B,17
20181129,X,C,2
20181129,X,D,14
20181129,X,E,169
20181129,Y,A,126
20181129,Y,B,51
20181129,Y,C,5
20181129,Y,D,43
20181129,Y,E,134
20181129,Z,A,73
20181129,Z,B,15
20181129,Z,C,7
20181129,Z,D,35
20181129,Z,E,92
20181130,X,A,143
20181130,X,B,73
20181130,X,D,17
20181130,X,E,151
20181130,Y,A,141
20181130,Y,B,4
20181130,Y,C,3
20181130,Y,D,31
20181130,Y,E,126
20181130,Z,A,96
20181130,Z,B,21
20181130,Z,C,8
20181130,Z,D,40
20181130,Z,E,123
20181203,X,A,152
20181203,X,B,11
20181203,X,C,1
20181203,X,D,16
20181203,X,E,169
20181203,Y,A,127
20181203,Y,B,2
20181203,Y,C,2
20181203,Y,D,45
20181203,Y,E,161
20181203,Z,A,89
20181203,Z,B,4
20181203,Z,C,10
20181203,Z,D,41
20181203,Z,E,128
20181204,X,A,179
20181204,X,B,15
20181204,X,C,1
20181204,X,D,12
20181204,X,E,164
20181204,Y,A,161
20181204,Y,B,15
20181204,Y,D,35
20181204,Y,E,126
20181204,Z,A,98
20181204,Z,B,20
20181204,Z,C,4
20181204,Z,D,44
20181204,Z,E,101
20181205,X,A,156
20181205,X,B,16
20181205,X,C,3
20181205,X,D,15
20181205,X,E,152
20181205,Y,A,147
20181205,Y,B,1
20181205,Y,C,2
20181205,Y,D,48
20181205,Y,E,109
20181205,Z,A,96
20181205,Z,B,30
20181205,Z,C,5
20181205,Z,D,44
20181205,Z,E,82
20181206,X,A,137
20181206,X,B,10
20181206,X,C,1
20181206,X,D,20
20181206,X,E,237
20181206,Y,A,116
20181206,Y,B,1
20181206,Y,D,48
20181206,Y,E,176
20181206,Z,A,99
20181206,Z,B,7
20181206,Z,C,9
20181206,Z,D,47
20181206,Z,E,120
20181207,X,A,133
20181207,X,B,11
20181207,X,C,2
20181207,X,D,14
20181207,X,E,169
20181207,Y,A,157
20181207,Y,B,7
20181207,Y,D,44
20181207,Y,E,111
20181207,Z,A,115
20181207,Z,B,7
20181207,Z,C,3
20181207,Z,D,36
20181207,Z,E,111
20181210,X,A,136
20181210,X,B,9
20181210,X,D,13
20181210,X,E,275
20181210,Y,A,106
20181210,Y,B,1
20181210,Y,D,42
20181210,Y,E,208
20181210,Z,A,91
20181210,Z,B,1
20181210,Z,C,3
20181210,Z,D,53
20181210,Z,E,175
20181211,X,A,142
20181211,X,B,8
20181211,X,C,2
20181211,X,D,15
20181211,X,E,297
20181211,Y,A,129
20181211,Y,B,2
20181211,Y,D,57
20181211,Y,E,233
20181211,Z,A,85
20181211,Z,B,6
20181211,Z,C,2
20181211,Z,D,52
20181211,Z,E,172
20181212,X,A,144
20181212,X,B,11
20181212,X,C,1
20181212,X,D,16
20181212,X,E,285
20181212,Y,A,102
20181212,Y,B,1
20181212,Y,D,44
20181212,Y,E,192
20181212,Z,A,87
20181212,Z,B,7
20181212,Z,C,3
20181212,Z,D,58
20181212,Z,E,166
20181213,X,A,152
20181213,X,B,14
20181213,X,C,2
20181213,X,D,15
20181213,X,E,273
20181213,Y,A,129
20181213,Y,B,4
20181213,Y,D,57
20181213,Y,E,206
20181213,Z,A,88
20181213,Z,B,4
20181213,Z,C,2
20181213,Z,D,54
20181213,Z,E,168
20181214,X,A,132
20181214,X,B,11
20181214,X,C,1
20181214,X,D,13
20181214,X,E,282
20181214,Y,A,103
20181214,Y,D,34
20181214,Y,E,221
20181214,Z,A,89
20181214,Z,B,3
20181214,Z,D,51
20181214,Z,E,148
20181217,X,A,135
20181217,X,B,12
20181217,X,C,2
20181217,X,D,11
20181217,X,E,261
20181217,Y,A,95
20181217,Y,B,4
20181217,Y,D,38
20181217,Y,E,190
20181217,Z,A,102
20181217,Z,B,4
20181217,Z,C,3
20181217,Z,D,61
20181217,Z,E,172
20181218,X,A,148
20181218,X,B,12
20181218,X,C,1
20181218,X,D,18
20181218,X,E,252
20181218,Y,A,136
20181218,Y,B,7
20181218,Y,D,47
20181218,Y,E,199
20181218,Z,A,94
20181218,Z,B,13
20181218,Z,C,2
20181218,Z,D,55
20181218,Z,E,146
20181219,X,A,131
20181219,X,B,16
20181219,X,D,13
20181219,X,E,254
20181219,Y,A,131
20181219,Y,B,2
20181219,Y,D,39
20181219,Y,E,181
20181219,Z,A,101
20181219,Z,B,10
20181219,Z,C,2
20181219,Z,D,49
20181219,Z,E,131
20181220,X,A,141
20181220,X,B,8
20181220,X,C,2
20181220,X,D,17
20181220,X,E,255
20181220,Y,A,143
20181220,Y,B,5
20181220,Y,D,46
20181220,Y,E,192
20181220,Z,A,99
20181220,Z,B,13
20181220,Z,C,3
20181220,Z,D,50
20181220,Z,E,136
20181221,X,A,128
20181221,X,B,14
20181221,X,D,14
20181221,X,E,239
20181221,Y,A,121
20181221,Y,B,5
20181221,Y,D,42
20181221,Y,E,187
20181221,Z,A,106
20181221,Z,B,12
20181221,Z,D,41
20181221,Z,E,123
20181225,X,A,142
20181225,X,B,8
20181225,X,D,10
20181225,X,E,258
20181225,Y,A,115
20181225,Y,B,4
20181225,Y,D,29
20181225,Y,E,219
20181225,Z,A,80
20181225,Z,B,16
20181225,Z,C,4
20181225,Z,D,36
20181225,Z,E,139
20181226,X,A,130
20181226,X,B,9
20181226,X,D,8
20181226,X,E,259
20181226,Y,A,118
20181226,Y,D,34
20181226,Y,E,181
20181226,Z,A,90
20181226,Z,B,9
20181226,Z,C,3
20181226,Z,D,39
20181226,Z,E,146
20181227,X,A,120
20181227,X,B,9
20181227,X,D,12
20181227,X,E,223
20181227,Y,A,139
20181227,Y,B,12
20181227,Y,D,28
20181227,Y,E,166
20181227,Z,A,87
20181227,Z,B,11
20181227,Z,C,3
20181227,Z,D,28
20181227,Z,E,88
20190107,X,A,142
20190107,X,B,8
20190107,X,C,2
20190107,X,D,16
20190107,X,E,311
20190107,Y,A,112
20190107,Y,D,58
20190107,Y,E,216
20190107,Z,A,100
20190107,Z,B,4
20190107,Z,C,1
20190107,Z,D,41
20190107,Z,E,180
20190108,X,A,137
20190108,X,B,11
20190108,X,C,2
20190108,X,D,18
20190108,X,E,290
20190108,Y,A,132
20190108,Y,B,1
20190108,Y,D,51
20190108,Y,E,199
20190108,Z,A,78
20190108,Z,B,60
20190108,Z,D,42
20190108,Z,E,157
20190109,X,A,138
20190109,X,B,16
20190109,X,C,2
20190109,X,D,18
20190109,X,E,325
20190109,Y,A,123
20190109,Y,B,17
20190109,Y,D,51
20190109,Y,E,227
20190109,Z,A,84
20190109,Z,B,8
20190109,Z,D,37
20190109,Z,E,165
20190110,X,A,142
20190110,X,B,12
20190110,X,C,1
20190110,X,D,18
20190110,X,E,349
20190110,Y,A,96
20190110,Y,B,6
20190110,Y,D,50
20190110,Y,E,224
20190110,Z,A,81
20190110,Z,B,6
20190110,Z,D,45
20190110,Z,E,167
20190111,X,A,129
20190111,X,B,19
20190111,X,C,2
20190111,X,D,14
20190111,X,E,285
20190111,Y,A,111
20190111,Y,B,10
20190111,Y,D,38
20190111,Y,E,211
20190111,Z,A,66
20190111,Z,B,10
20190111,Z,D,29
20190111,Z,E,172
20190115,X,A,133
20190115,X,B,10
20190115,X,C,1
20190115,X,D,19
20190115,X,E,358
20190115,Y,A,104
20190115,Y,B,2
20190115,Y,D,44
20190115,Y,E,158
20190115,Z,A,217
20190115,Z,B,7
20190115,Z,D,47
20190115,Z,E,186
20190116,X,A,131
20190116,X,B,7
20190116,X,C,1
20190116,X,D,18
20190116,X,E,317
20190116,Y,A,108
20190116,Y,B,1
20190116,Y,D,47
20190116,Y,E,206
20190116,Z,A,86
20190116,Z,B,10
20190116,Z,D,44
20190116,Z,E,151
20190117,X,A,151
20190117,X,B,6
20190117,X,C,1
20190117,X,D,14
20190117,X,E,293
20190117,Y,A,121
20190117,Y,B,5
20190117,Y,D,38
20190117,Y,E,195
20190117,Z,A,86
20190117,Z,B,19
20190117,Z,D,37
20190117,Z,E,153
20190118,X,A,139
20190118,X,B,16
20190118,X,C,2
20190118,X,D,13
20190118,X,E,281
20190118,Y,A,105
20190118,Y,B,1
20190118,Y,D,37
20190118,Y,E,205
20190118,Z,A,74
20190118,Z,B,8
20190118,Z,D,41
20190118,Z,E,182
20190121,X,A,142
20190121,X,B,8
20190121,X,D,14
20190121,X,E,325
20190121,Y,A,133
20190121,Y,B,6
20190121,Y,D,41
20190121,Y,E,223
20190121,Z,A,102
20190121,Z,B,10
20190121,Z,D,42
20190121,Z,E,194
20190122,X,A,135
20190122,X,B,6
20190122,X,C,4
20190122,X,D,15
20190122,X,E,308
20190122,Y,A,111
20190122,Y,B,5
20190122,Y,D,41
20190122,Y,E,201
20190122,Z,A,87
20190122,Z,B,7
20190122,Z,D,41
20190122,Z,E,165
20190123,X,A,140
20190123,X,B,8
20190123,X,D,12
20190123,X,E,297
20190123,Y,A,108
20190123,Y,B,4
20190123,Y,D,34
20190123,Y,E,198
20190123,Z,A,209
20190123,Z,B,15
20190123,Z,D,42
20190123,Z,E,166
20190124,X,A,142
20190124,X,B,9
20190124,X,C,2
20190124,X,D,16
20190124,X,E,294
20190124,Y,A,102
20190124,Y,B,10
20190124,Y,D,40
20190124,Y,E,199
20190124,Z,A,84
20190124,Z,B,13
20190124,Z,D,36
20190124,Z,E,181
20190125,X,A,148
20190125,X,B,10
20190125,X,D,14
20190125,X,E,324
20190125,Y,A,103
20190125,Y,B,9
20190125,Y,D,34
20190125,Y,E,216
20190125,Z,A,79
20190125,Z,B,12
20190125,Z,D,34
20190125,Z,E,144
20190128,X,A,154
20190128,X,B,9
20190128,X,D,14
20190128,X,E,352
20190128,Y,A,121
20190128,Y,B,4
20190128,Y,D,44
20190128,Y,E,225
20190128,Z,A,82
20190128,Z,B,11
20190128,Z,D,48
20190128,Z,E,170
20190129,X,A,136
20190129,X,B,11
20190129,X,C,2
20190129,X,D,14
20190129,X,E,288
20190129,Y,A,94
20190129,Y,B,4
20190129,Y,D,36
20190129,Y,E,222
20190129,Z,A,84
20190129,Z,B,14
20190129,Z,D,35
20190129,Z,E,180
20190130,X,A,138
20190130,X,B,7
20190130,X,C,1
20190130,X,D,20
20190130,X,E,290
20190130,Y,A,96
20190130,Y,B,1
20190130,Y,C,2
20190130,Y,D,41
20190130,Y,E,209
20190130,Z,A,77
20190130,Z,B,6
20190130,Z,C,2
20190130,Z,D,38
20190130,Z,E,157
20190131,X,A,144
20190131,X,B,11
20190131,X,C,3
20190131,X,D,20
20190131,X,E,307
20190131,Y,A,119
20190131,Y,B,16
20190131,Y,C,1
20190131,Y,D,48
20190131,Y,E,215
20190131,Z,A,83
20190131,Z,B,9
20190131,Z,C,2
20190131,Z,D,50
20190131,Z,E,156
20190201,X,A,122
20190201,X,B,11
20190201,X,D,12
20190201,X,E,307
20190201,Y,A,79
20190201,Y,D,27
20190201,Y,E,216
20190201,Z,A,117
20190201,Z,B,16
20190201,Z,C,2
20190201,Z,D,24
20190201,Z,E,168
20190204,X,A,152
20190204,X,B,11
20190204,X,C,3
20190204,X,D,18
20190204,X,E,210
20190204,Y,A,130
20190204,Y,C,5
20190204,Y,D,37
20190204,Y,E,173
20190204,Z,A,86
20190204,Z,B,11
20190204,Z,C,3
20190204,Z,D,41
20190204,Z,E,152
20190205,X,A,124
20190205,X,B,11
20190205,X,C,3
20190205,X,D,21
20190205,X,E,293
20190205,Y,A,90
20190205,Y,D,46
20190205,Y,E,214
20190205,Z,A,68
20190205,Z,B,4
20190205,Z,D,60
20190205,Z,E,152
20190206,X,A,151
20190206,X,B,10
20190206,X,C,3
20190206,X,D,19
20190206,X,E,309
20190206,Y,A,88
20190206,Y,C,2
20190206,Y,D,46
20190206,Y,E,174
20190206,Z,A,86
20190206,Z,B,20
20190206,Z,C,3
20190206,Z,D,57
20190206,Z,E,163
20190207,X,A,142
20190207,X,B,22
20190207,X,C,6
20190207,X,D,19
20190207,X,E,258
20190207,Y,A,118
20190207,Y,B,4
20190207,Y,C,8
20190207,Y,D,37
20190207,Y,E,185
20190207,Z,A,102
20190207,Z,B,13
20190207,Z,C,4
20190207,Z,D,38
20190207,Z,E,148
20190208,X,A,131
20190208,X,B,16
20190208,X,C,3
20190208,X,D,17
20190208,X,E,280
20190208,Y,A,96
20190208,Y,C,6
20190208,Y,D,46
20190208,Y,E,200
20190208,Z,A,66
20190208,Z,B,8
20190208,Z,C,3
20190208,Z,D,48
20190208,Z,E,133
20190212,X,A,128
20190212,X,B,17
20190212,X,C,1
20190212,X,D,24
20190212,X,E,340
20190212,Y,A,102
20190212,Y,B,1
20190212,Y,C,2
20190212,Y,D,52
20190212,Y,E,218
20190212,Z,A,98
20190212,Z,B,2
20190212,Z,D,49
20190212,Z,E,170
20190213,X,A,130
20190213,X,B,14
20190213,X,C,8
20190213,X,D,20
20190213,X,E,305
20190213,Y,A,91
20190213,Y,B,1
20190213,Y,C,6
20190213,Y,D,41
20190213,Y,E,240
20190213,Z,A,73
20190213,Z,B,21
20190213,Z,C,3
20190213,Z,D,47
20190213,Z,E,145
20190214,X,A,149
20190214,X,B,18
20190214,X,C,5
20190214,X,D,19
20190214,X,E,312
20190214,Y,A,87
20190214,Y,C,13
20190214,Y,D,53
20190214,Y,E,229
20190214,Z,A,89
20190214,Z,B,21
20190214,Z,C,6
20190214,Z,D,44
20190214,Z,E,159
20190215,X,A,123
20190215,X,B,14
20190215,X,C,3
20190215,X,D,14
20190215,X,E,347
20190215,Y,A,82
20190215,Y,B,2
20190215,Y,C,8
20190215,Y,D,38
20190215,Y,E,225
20190215,Z,A,73
20190215,Z,B,8
20190215,Z,C,3
20190215,Z,D,41
20190215,Z,E,164
20190218,X,A,136
20190218,X,B,14
20190218,X,C,8
20190218,X,D,12
20190218,X,E,308
20190218,Y,A,102
20190218,Y,B,6
20190218,Y,C,19
20190218,Y,D,33
20190218,Y,E,227
20190218,Z,A,88
20190218,Z,B,6
20190218,Z,C,8
20190218,Z,D,46
20190218,Z,E,179
20190219,X,A,157
20190219,X,B,15
20190219,X,C,3
20190219,X,D,13
20190219,X,E,278
20190219,Y,A,102
20190219,Y,C,10
20190219,Y,D,37
20190219,Y,E,173
20190219,Z,A,83
20190219,Z,B,22
20190219,Z,C,4
20190219,Z,D,57
20190219,Z,E,149
20190220,X,A,159
20190220,X,B,12
20190220,X,C,5
20190220,X,D,12
20190220,X,E,227
20190220,Y,A,103
20190220,Y,C,19
20190220,Y,D,31
20190220,Y,E,167
20190220,Z,A,93
20190220,Z,B,14
20190220,Z,C,9
20190220,Z,D,33
20190220,Z,E,120
20190221,X,A,156
20190221,X,B,11
20190221,X,C,5
20190221,X,D,15
20190221,X,E,232
20190221,Y,A,102
20190221,Y,B,5
20190221,Y,C,14
20190221,Y,D,43
20190221,Y,E,191
20190221,Z,A,80
20190221,Z,B,15
20190221,Z,C,7
20190221,Z,D,39
20190221,Z,E,124
20190222,X,A,153
20190222,X,B,10
20190222,X,C,8
20190222,X,D,14
20190222,X,E,227
20190222,Y,A,83
20190222,Y,B,1
20190222,Y,C,14
20190222,Y,D,36
20190222,Y,E,177
20190222,Z,A,75
20190222,Z,B,17
20190222,Z,C,10
20190222,Z,D,31
20190222,Z,E,135
20190225,X,A,177
20190225,X,B,10
20190225,X,C,7
20190225,X,D,9
20190225,X,E,211
20190225,Y,A,132
20190225,Y,B,7
20190225,Y,C,16
20190225,Y,D,27
20190225,Y,E,148
20190225,Z,A,111
20190225,Z,B,15
20190225,Z,C,11
20190225,Z,D,45
20190225,Z,E,124
20190226,X,A,142
20190226,X,B,7
20190226,X,C,7
20190226,X,D,8
20190226,X,E,240
20190226,Y,A,95
20190226,Y,B,6
20190226,Y,C,19
20190226,Y,D,36
20190226,Y,E,163
20190226,Z,A,74
20190226,Z,B,13
20190226,Z,C,9
20190226,Z,D,54
20190226,Z,E,118
20190227,X,A,134
20190227,X,B,10
20190227,X,C,7
20190227,X,D,13
20190227,X,E,233
20190227,Y,A,113
20190227,Y,C,13
20190227,Y,D,34
20190227,Y,E,174
20190227,Z,A,100
20190227,Z,B,14
20190227,Z,C,10
20190227,Z,D,38
20190227,Z,E,126
20190228,X,A,133
20190228,X,B,8
20190228,X,C,8
20190228,X,D,14
20190228,X,E,277
20190228,Y,A,100
20190228,Y,B,4
20190228,Y,C,11
20190228,Y,D,39
20190228,Y,E,170
20190228,Z,A,85
20190228,Z,B,15
20190228,Z,C,17
20190228,Z,D,46
20190228,Z,E,146
20190301,X,A,144
20190301,X,B,16
20190301,X,C,10
20190301,X,D,13
20190301,X,E,249
20190301,Y,A,111
20190301,Y,B,4
20190301,Y,C,13
20190301,Y,D,38
20190301,Y,E,176
20190301,Z,A,100
20190301,Z,B,11
20190301,Z,C,9
20190301,Z,D,41
20190301,Z,E,124
20190304,X,A,144
20190304,X,B,12
20190304,X,C,10
20190304,X,D,10
20190304,X,E,286
20190304,Y,A,101
20190304,Y,B,2
20190304,Y,C,11
20190304,Y,D,35
20190304,Y,E,172
20190304,Z,A,90
20190304,Z,B,11
20190304,Z,C,19
20190304,Z,D,48
20190304,Z,E,149
20190305,X,A,148
20190305,X,B,8
20190305,X,C,9
20190305,X,D,13
20190305,X,E,233
20190305,Y,A,102
20190305,Y,B,2
20190305,Y,C,16
20190305,Y,D,29
20190305,Y,E,169
20190305,Z,A,114
20190305,Z,B,18
20190305,Z,C,9
20190305,Z,D,36
20190305,Z,E,137
20190306,X,A,147
20190306,X,B,10
20190306,X,C,16
20190306,X,D,8
20190306,X,E,222
20190306,Y,A,111
20190306,Y,B,4
20190306,Y,C,11
20190306,Y,D,30
20190306,Y,E,169
20190306,Z,A,97
20190306,Z,B,14
20190306,Z,C,18
20190306,Z,D,36
20190306,Z,E,127
20190307,X,A,154
20190307,X,B,14
20190307,X,C,11
20190307,X,D,12
20190307,X,E,258
20190307,Y,A,97
20190307,Y,B,10
20190307,Y,C,20
20190307,Y,D,37
20190307,Y,E,153
20190307,Z,A,99
20190307,Z,B,12
20190307,Z,C,25
20190307,Z,D,48
20190307,Z,E,115
20190308,X,A,144
20190308,X,B,16
20190308,X,C,10
20190308,X,D,12
20190308,X,E,233
20190308,Y,A,103
20190308,Y,B,10
20190308,Y,C,18
20190308,Y,D,37
20190308,Y,E,153
20190308,Z,A,101
20190308,Z,B,15
20190308,Z,C,18
20190308,Z,D,31
20190308,Z,E,109
20190311,X,A,139
20190311,X,B,17
20190311,X,C,9
20190311,X,D,11
20190311,X,E,212
20190311,Y,A,124
20190311,Y,B,4
20190311,Y,C,19
20190311,Y,D,25
20190311,Y,E,140
20190311,Z,A,123
20190311,Z,B,16
20190311,Z,C,26
20190311,Z,D,40
20190311,Z,E,116
20190312,X,A,144
20190312,X,B,17
20190312,X,C,18
20190312,X,D,9
20190312,X,E,195
20190312,Y,A,107
20190312,Y,B,15
20190312,Y,C,40
20190312,Y,D,23
20190312,Y,E,128
20190312,Z,A,80
20190312,Z,B,26
20190312,Z,C,23
20190312,Z,D,25
20190312,Z,E,97
20190313,X,A,158
20190313,X,B,20
20190313,X,C,18
20190313,X,D,12
20190313,X,E,199
20190313,Y,A,113
20190313,Y,B,5
20190313,Y,C,17
20190313,Y,D,34
20190313,Y,E,128
20190313,Z,A,85
20190313,Z,B,13
20190313,Z,C,20
20190313,Z,D,31
20190313,Z,E,92
20190314,X,A,140
20190314,X,B,13
20190314,X,C,8
20190314,X,D,11
20190314,X,E,224
20190314,Y,A,112
20190314,Y,B,6
20190314,Y,C,19
20190314,Y,D,28
20190314,Y,E,161
20190314,Z,A,92
20190314,Z,B,11
20190314,Z,C,23
20190314,Z,D,27
20190314,Z,E,99
20190315,X,A,141
20190315,X,B,15
20190315,X,C,10
20190315,X,D,8
20190315,X,E,204
20190315,Y,A,125
20190315,Y,B,7
20190315,Y,C,25
20190315,Y,D,25
20190315,Y,E,145
20190315,Z,A,92
20190315,Z,B,13
20190315,Z,C,22
20190315,Z,D,20
20190315,Z,E,72
20190318,X,A,143
20190318,X,B,14
20190318,X,C,15
20190318,X,D,16
20190318,X,E,229
20190318,Y,A,122
20190318,Y,C,18
20190318,Y,D,49
20190318,Y,E,178
20190318,Z,A,102
20190318,Z,B,5
20190318,Z,C,28
20190318,Z,D,44
20190318,Z,E,120
20190319,X,A,153
20190319,X,B,15
20190319,X,C,26
20190319,X,D,15
20190319,X,E,188
20190319,Y,A,90
20190319,Y,B,10
20190319,Y,C,29
20190319,Y,D,30
20190319,Y,E,121
20190319,Z,A,89
20190319,Z,B,25
20190319,Z,C,25
20190319,Z,D,39
20190319,Z,E,99
20190320,X,A,138
20190320,X,B,11
20190320,X,C,24
20190320,X,D,15
20190320,X,E,158
20190320,Y,A,133
20190320,Y,B,10
20190320,Y,C,37
20190320,Y,D,50
20190320,Y,E,114
20190320,Z,A,105
20190320,Z,B,8
20190320,Z,C,32
20190320,Z,D,27
20190320,Z,E,73
20190322,X,A,140
20190322,X,B,15
20190322,X,C,21
20190322,X,D,11
20190322,X,E,123
20190322,Y,A,103
20190322,Y,B,7
20190322,Y,C,29
20190322,Y,D,31
20190322,Y,E,67
20190322,Z,A,87
20190322,Z,B,18
20190322,Z,C,22
20190322,Z,D,27
20190322,Z,E,59
20190325,X,A,136
20190325,X,B,12
20190325,X,C,11
20190325,X,D,9
20190325,X,E,201
20190325,Y,A,139
20190325,Y,B,6
20190325,Y,C,21
20190325,Y,D,36
20190325,Y,E,141
20190325,Z,A,127
20190325,Z,B,11
20190325,Z,C,24
20190325,Z,D,23
20190325,Z,E,94
20190326,X,A,147
20190326,X,B,12
20190326,X,C,9
20190326,X,D,12
20190326,X,E,222
20190326,Y,A,104
20190326,Y,B,10
20190326,Y,C,19
20190326,Y,D,34
20190326,Y,E,119
20190326,Z,A,80
20190326,Z,B,13
20190326,Z,C,29
20190326,Z,D,39
20190326,Z,E,88
20190327,X,A,148
20190327,X,B,10
20190327,X,C,19
20190327,X,D,9
20190327,X,E,177
20190327,Y,A,88
20190327,Y,B,1
20190327,Y,C,29
20190327,Y,D,32
20190327,Y,E,99
20190327,Z,A,75
20190327,Z,B,8
20190327,Z,C,31
20190327,Z,D,18
20190327,Z,E,78
20190328,X,A,141
20190328,X,B,13
20190328,X,C,16
20190328,X,D,9
20190328,X,E,178
20190328,Y,A,134
20190328,Y,B,2
20190328,Y,C,37
20190328,Y,D,24
20190328,Y,E,119
20190328,Z,A,91
20190328,Z,B,9
20190328,Z,C,37
20190328,Z,D,34
20190328,Z,E,68
20190329,X,A,130
20190329,X,B,8
20190329,X,C,9
20190329,X,D,13
20190329,X,E,258
20190329,Y,A,84
20190329,Y,C,28
20190329,Y,D,31
20190329,Y,E,142
20190329,Z,A,68
20190329,Z,B,9
20190329,Z,C,29
20190329,Z,D,21
20190329,Z,E,94
20190401,X,A,141
20190401,X,B,12
20190401,X,C,5
20190401,X,D,19
20190401,X,E,227
20190401,Y,A,102
20190401,Y,B,1
20190401,Y,C,17
20190401,Y,D,37
20190401,Y,E,168
20190401,Z,A,138
20190401,Z,B,10
20190401,Z,C,32
20190401,Z,D,39
20190401,Z,E,125
20190402,X,A,133
20190402,X,B,14
20190402,X,C,17
20190402,X,D,11
20190402,X,E,220
20190402,Y,A,83
20190402,Y,B,5
20190402,Y,C,30
20190402,Y,D,42
20190402,Y,E,113
20190402,Z,A,97
20190402,Z,B,15
20190402,Z,C,42
20190402,Z,D,32
20190402,Z,E,103
20190403,X,A,153
20190403,X,B,7
20190403,X,C,11
20190403,X,D,15
20190403,X,E,216
20190403,Y,A,115
20190403,Y,B,1
20190403,Y,C,23
20190403,Y,D,36
20190403,Y,E,120
20190403,Z,A,94
20190403,Z,B,13
20190403,Z,C,33
20190403,Z,D,20
20190403,Z,E,97
20190404,X,A,172
20190404,X,B,10
20190404,X,C,12
20190404,X,D,11
20190404,X,E,185
20190404,Y,A,116
20190404,Y,B,12
20190404,Y,C,26
20190404,Y,D,22
20190404,Y,E,97
20190404,Z,A,119
20190404,Z,B,23
20190404,Z,C,53
20190404,Z,D,27
20190404,Z,E,76
20190405,X,A,142
20190405,X,B,11
20190405,X,C,20
20190405,X,D,13
20190405,X,E,161
20190405,Y,A,106
20190405,Y,B,2
20190405,Y,C,49
20190405,Y,D,38
20190405,Y,E,84
20190405,Z,A,102
20190405,Z,B,19
20190405,Z,C,50
20190405,Z,D,20
20190405,Z,E,77
20190408,X,A,144
20190408,X,B,7
20190408,X,C,11
20190408,X,D,11
